-2.220405585831031203e-04,1.056415145285427570e-03,1.496687889099121094e+00
1.630399870179218558e-01,1.056415145285427570e-03,1.708893310357786355e+00
3.262954578525814608e-01,1.056415145285427570e-03,1.855717851040128430e+00
4.895443724733001267e-01,1.056415145285427570e-03,1.937166255728156816e+00
6.527867314060911141e-01,1.056415145285427570e-03,1.953241163417003712e+00
8.160225351774544889e-01,1.056415145285427570e-03,1.903943494152630977e+00
9.792517843138273115e-01,1.056415145285427570e-03,1.789274915691200007e+00
1.142474479341583526e+00,1.056415145285427570e-03,1.609239074429699601e+00
1.305690620787034018e+00,1.056415145285427570e-03,1.363841738127867798e+00
1.468900209176423388e+00,1.056415145285427570e-03,1.053090864698790652e+00
1.632103245035936512e+00,1.056415145285427570e-03,6.769964241862144183e-01
